"REGION","CANTON","PERIOD","VALUE","STATUS","OBS_COEF"
"3","13","1994-01","3.9","A",""
"3","19","1994-01","3.7","A",""
"4","Total","1994-01","4.7","A",""
"4","1","1994-01","4.7","A",""
"5","Total","1994-01","3.3","A",""
"5","8","1994-01","2.5","A",""
"5","14","1994-01","4.9","A",""
"5","15","1994-01","3.1","A",""
"5","16","1994-01","1.7","A",""
"5","17","1994-01","3.7","A",""
"5","18","1994-01","2.2","A",""
"5","20","1994-01","3.3","A",""
"6","Total","1994-01","3.6","A",""
"6","3","1994-01","4","A",""
"6","4","1994-01","2.2","A",""
"6","5","1994-01","2.8","A",""
"6","6","1994-01","2.2","A",""
"6","7","1994-01","3.2","A",""
"6","9","1994-01","4.2","A",""
"7","Total","1994-01","7.8","A",""
"7","21","1994-01","7.8","A",""
"Total","Total","1993-12","5.091177773","A",
"1","Total","1993-12","7.806955617","A",
"1","22","1993-12","7.788096243","A",
"1","23","1993-12","7.673332026","A",
"1","25","1993-12","7.915400817","A",
"2","Total","1993-12","5.11451876","A",
"2","2","1993-12","4.499040245","A",
"2","10","1993-12","6.087013011","A",
"2","11","1993-12","4.96759729","A",
"2","24","1993-12","7.011782431","A",
"2","26","1993-12","6.864946329","A",
"3","Total","1993-12","4.227489435","A",
"3","12","1993-12","6.142930631","A",
"3","13","1993-12","3.796093713","A",
"3","19","1993-12","3.704190537","A",
"4","Total","1993-12","4.668524756","A",
"4","1","1993-12","4.668524756","A",
"5","Total","1993-12","3.284685244","A",
"5","8","1993-12","2.38570573","A",
"5","14","1993-12","5.089031434","A",
"5","15","1993-12","3.16414229","A",
"5","16","1993-12","1.694915254","A",
"5","17","1993-12","3.692464023","A",
"5","18","1993-12","2.019019588","A",
"5","20","1993-12","3.178942654","A",
"6","Total","1993-12","3.585331001","A",
"6","3","1993-12","4.002325295","A",
"6","4","1993-12","2.150009214","A",
"6","5","1993-12","2.740541644","A",
"6","6","1993-12","2.172853263","A",
"6","7","1993-12","3.146974063","A",
"6","9","1993-12","4.21293478","A",
"7","Total","1993-12","7.542244026","A",
"7","21","1993-12","7.542244026","A",
"Total","Total","1993-11","4.978109824","A",
"1","Total","1993-11","7.694558493","A",
"1","22","1993-11","7.698947223","A",
"1","23","1993-11","7.494445534","A",
"1","25","1993-11","7.80669145","A",
"2","Total","1993-11","4.973691235","A",
"2","2","1993-11","4.359567979","A",
"2","10","1993-11","5.881916217","A",
"2","11","1993-11","4.895591268","A",
"2","24","1993-11","6.835222524","A",
"2","26","1993-11","6.751145696","A",
"3","Total","1993-11","4.113975728","A",
"3","12","1993-11","6.012870163","A",
"3","13","1993-11","3.697877573","A",
"3","19","1993-11","3.589906492","A",
"4","Total","1993-11","4.557765693","A",
"4","1","1993-11","4.557765693","A",
"5","Total","1993-11","3.258980387","A",
"5","8","1993-11","2.325813536","A",
"5","14","1993-11","4.913364031","A",
"5","15","1993-11","3.090916098","A",
"5","16","1993-11","1.504967855","A",
"5","17","1993-11","3.624263063","A",
"5","18","1993-11","2.160607378","A",
"5","20","1993-11","3.180808778","A",
"6","Total","1993-11","3.492633472","A",
"6","3","1993-11","3.910722779","A",
"6","4","1993-11","2.002580011","A",
"6","5","1993-11","2.689507349","A",
"6","6","1993-11","2.270353089","A",
"6","7","1993-11","3.060518732","A",
"6","9","1993-11","4.024013938","A",
"7","Total","1993-11","7.220214017","A",
"7","21","1993-11","7.220214017","A",
"Total","Total","1993-10","4.791319916","A",
"1","Total","1993-10","7.42548659","A",
"1","22","1993-10","7.41574945","A",
"1","23","1993-10","6.867934392","A",
"1","25","1993-10","7.771749153","A",
"2","Total","1993-10","4.748984132","A",
"2","2","1993-10","4.133102158","A",
"2","10","1993-10","5.558030328","A",
"2","11","1993-10","4.762216476","A",
"2","24","1993-10","6.583330391","A",
"2","26","1993-10","6.609663827","A",
"3","Total","1993-10","4.015398035","A",
"3","12","1993-10","5.888633297","A",
"3","13","1993-10","3.579698804","A",
"3","19","1993-10","3.509944172","A",
"4","Total","1993-10","4.46198634","A",
"4","1","1993-10","4.46198634","A",
"5","Total","1993-10","3.138760749","A",
"5","8","1993-10","2.350768616","A",
"5","14","1993-10","4.695110591","A",
"5","15","1993-10","3.009981886","A",
"5","16","1993-10","1.402688486","A",
"5","17","1993-10","3.52356366","A",
"5","18","1993-10","1.966620957","A",
"5","20","1993-10","3.079105007","A",
"6","Total","1993-10","3.330951736","A",
"6","3","1993-10","3.758639115","A",
"6","4","1993-10","1.603292586","A",
"6","5","1993-10","2.514289603","A",
"6","6","1993-10","2.068389164","A",
"6","7","1993-10","2.829971182","A",
"6","9","1993-10","3.963139445","A",
"7","Total","1993-10","6.594801618","A",
"7","21","1993-10","6.594801618","A",
"Total","Total","1993-09","4.751035145","A",
"1","Total","1993-09","7.309838309","A",
"1","22","1993-09","7.294783995","A",
"1","23","1993-09","6.631052735","A",
"1","25","1993-09","7.736321547","A",
"2","Total","1993-09","4.760729646","A",
"2","2","1993-09","4.132294793","A",
"2","10","1993-09","5.449449672","A",
"2","11","1993-09","4.815402743","A",
"2","24","1993-09","6.743411373","A",
"2","26","1993-09","6.66810199","A",
"3","Total","1993-09","3.981742216","A",
"3","12","1993-09","5.850779878","A",
"3","13","1993-09","3.521407924","A",
"3","19","1993-09","3.489132062","A",
"4","Total","1993-09","4.441862084","A",
"4","1","1993-09","4.441862084","A",
"5","Total","1993-09","3.133817507","A",
"5","8","1993-09","2.405669794","A",
"5","14","1993-09","4.532751324","A",
"5","15","1993-09","3.029251937","A",
"5","16","1993-09","1.475745178","A",
"5","17","1993-09","3.603665458","A",
"5","18","1993-09","1.841756135","A",
"5","20","1993-09","3.034318025","A",
"6","Total","1993-09","3.310933997","A",
"6","3","1993-09","3.752179964","A",
"6","4","1993-09","1.498863567","A",
"6","5","1993-09","2.453048449","A",
"6","6","1993-09","2.033567797","A",
"6","7","1993-09","2.824207493","A",
"6","9","1993-09","3.973635047","A",
"7","Total","1993-09","6.294288091","A",
"7","21","1993-09","6.294288091","A",
"Total","Total","1993-08","4.666544809","A",
"1","Total","1993-08","7.102228745","A",
"1","22","1993-08","7.011586223","A",
"1","23","1993-08","6.314121414","A",
"1","25","1993-08","7.710114824","A",
"2","Total","1993-08","4.691561619","A",
"2","2","1993-08","4.074971894","A",
"2","10","1993-08","5.261985634","A",
"2","11","1993-08","4.795764737","A",
"2","24","1993-08","6.629235966","A",
"2","26","1993-08","6.741918617","A",
"3","Total","1993-08","3.966208762","A",
"3","12","1993-08","5.680924788","A",
"3","13","1993-08","3.528594471","A",
"3","19","1993-08","3.52126304","A",
"4","Total","1993-08","4.375285598","A",
"4","1","1993-08","4.375285598","A",
"5","Total","1993-08","3.014784247","A",
"5","8","1993-08","2.495508085","A",
"5","14","1993-08","4.412978095","A",
"5","15","1993-08","3.048521987","A",
"5","16","1993-08","1.358854471","A",
"5","17","1993-08","3.377091801","A",
"5","18","1993-08","1.79827642","A",
"5","20","1993-08","2.998861664","A",
"6","Total","1993-08","3.33064377","A",
"6","3","1993-08","3.776254984","A",
"6","4","1993-08","1.474292033","A",
"6","5","1993-08","2.390106151","A",
"6","6","1993-08","2.08231771","A",
"6","7","1993-08","3.048991354","A",
"6","9","1993-08","4.011419215","A",
"7","Total","1993-08","6.236910807","A",
"7","21","1993-08","6.236910807","A",
"Total","Total","1993-07","4.563858679","A",
"1","Total","1993-07","6.98116187","A",
"1","22","1993-07","6.978194717","A",
"1","23","1993-07","6.109913089","A",
"1","25","1993-07","7.503372902","A",
"2","Total","1993-07","4.577547086","A",
"2","2","1993-07","3.973849455","A",
"2","10","1993-07","5.024407447","A",
"2","11","1993-07","4.704120708","A",
"2","24","1993-07","6.746942571","A",
"2","26","1993-07","6.1513856","A",
"3","Total","1993-07","3.877190118","A",
"3","12","1993-07","5.495540091","A",
"3","13","1993-07","3.48228117","A",
"3","19","1993-07","3.44896834","A",
"4","Total","1993-07","4.257566266","A",
"4","1","1993-07","4.257566266","A",
"5","Total","1993-07","2.972272369","A",
"5","8","1993-07","2.365741665","A",
"5","14","1993-07","4.061643289","A",
"5","15","1993-07","2.871237523","A",
"5","16","1993-07","1.490356517","A",
"5","17","1993-07","3.424237431","A",
"5","18","1993-07","1.75368184","A",
"5","20","1993-07","2.921417508","A",
"6","Total","1993-07","3.231478972","A",
"6","3","1993-07","3.65764147","A",
"6","4","1993-07","1.400577431","A",
"6","5","1993-07","2.339071856","A",
"6","6","1993-07","2.110174803","A",
"6","7","1993-07","3.060518732","A",
"6","9","1993-07","3.835093096","A",
"7","Total","1993-07","6.083426571","A",
"7","21","1993-07","6.083426571","A",
"Total","Total","1993-06","4.429806202","A",
"1","Total","1993-06","6.781757606","A",
"1","22","1993-06","6.720198081","A",
"1","23","1993-06","6.23897275","A",
"1","25","1993-06","7.199083735","A",
"2","Total","1993-06","4.396144149","A",
"2","2","1993-06","3.831551412","A",
"2","10","1993-06","4.78497318","A",
"2","11","1993-06","4.6763002","A",
"2","24","1993-06","6.299657474","A",
"2","26","1993-06","5.683880294","A",
"3","Total","1993-06","3.803306634","A",
"3","12","1993-06","5.420803851","A",
"3","13","1993-06","3.376079978","A",
"3","19","1993-06","3.390183256","A",
"4","Total","1993-06","4.137274661","A",
"4","1","1993-06","4.137274661","A",
"5","Total","1993-06","2.897728284","A",
"5","8","1993-06","2.38570573","A",
"5","14","1993-06","4.058981661","A",
"5","15","1993-06","2.76332524","A",
"5","16","1993-06","1.402688486","A",
"5","17","1993-06","3.350086052","A",
"5","18","1993-06","1.724695363","A",
"5","20","1993-06","2.773993693","A",
"6","Total","1993-06","3.170809825","A",
"6","3","1993-06","3.576608476","A",
"6","4","1993-06","1.308434179","A",
"6","5","1993-06","2.395209581","A",
"6","6","1993-06","2.117139077","A",
"6","7","1993-06","3.060518732","A",
"6","9","1993-06","3.671361699","A",
"7","Total","1993-06","5.869696187","A",
"7","21","1993-06","5.869696187","A",
"Total","Total","1993-05","4.346696428","A",
"1","Total","1993-05","6.665954509","A",
"1","22","1993-05","6.573086446","A",
"1","23","1993-05","6.384369078","A",
"1","25","1993-05","6.976326594","A",
"2","Total","1993-05","4.301112265","A",
"2","2","1993-05","3.763934612","A",
"2","10","1993-05","4.733002951","A",
"2","11","1993-05","4.702484208","A",
"2","24","1993-05","5.947714726","A",
"2","26","1993-05","5.244056224","A",
"3","Total","1993-05","3.739977935","A",
"3","12","1993-05","5.414980248","A",
"3","13","1993-05","3.319386109","A",
"3","19","1993-05","3.302188193","A",
"4","Total","1993-05","4.019252709","A",
"4","1","1993-05","4.019252709","A",
"5","Total","1993-05","2.877955317","A",
"5","8","1993-05","2.255939309","A",
"5","14","1993-05","4.106890953","A",
"5","15","1993-05","2.697807068","A",
"5","16","1993-05","1.592635885","A",
"5","17","1993-05","3.285089165","A",
"5","18","1993-05","1.770404807","A",
"5","20","1993-05","2.7861235","A",
"6","Total","1993-05","3.121535391","A",
"6","3","1993-05","3.47561083","A",
"6","4","1993-05","1.388291664","A",
"6","5","1993-05","2.413922156","A",
"6","6","1993-05","1.929103698","A",
"6","7","1993-05","3.083573487","A",
"6","9","1993-05","3.694452025","A",
"7","Total","1993-05","5.795822934","A",
"7","21","1993-05","5.795822934","A",
"Total","Total","1993-04","4.28476446","A",
"1","Total","1993-04","6.594119432","A",
"1","22","1993-04","6.531189557","A",
"1","23","1993-04","6.368849245","A",
"1","25","1993-04","6.824909975","A",
"2","Total","1993-04","4.200266943","A",
"2","2","1993-04","3.713676154","A",
"2","10","1993-04","4.585444624","A",
"2","11","1993-04","4.398913364","A",
"2","24","1993-04","5.877090764","A",
"2","26","1993-04","5.210223603","A",
"3","Total","1993-04","3.705127235","A",
"3","12","1993-04","5.39848004","A",
"3","13","1993-04","3.206796876","A",
"3","19","1993-04","3.295981072","A",
"4","Total","1993-04","3.916513087","A",
"4","1","1993-04","3.916513087","A",
"5","Total","1993-04","2.873802994","A",
"5","8","1993-04","2.370732681","A",
"5","14","1993-04","4.024380506","A",
"5","15","1993-04","2.724785139","A",
"5","16","1993-04","1.987142022","A",
"5","17","1993-04","3.280969644","A",
"5","18","1993-04","1.767060214","A",
"5","20","1993-04","2.753466326","A",
"6","Total","1993-04","3.136625687","A",
"6","3","1993-04","3.482069982","A",
"6","4","1993-04","1.535720867","A",
"6","5","1993-04","2.464956451","A",
"6","6","1993-04","1.943032245","A",
"6","7","1993-04","3.043227666","A",
"6","9","1993-04","3.671361699","A",
"7","Total","1993-04","5.72194968","A",
"7","21","1993-04","5.72194968","A",
"Total","Total","1993-03","4.169791336","A",
"1","Total","1993-03","6.348889343","A",
"1","22","1993-03","6.317609924","A",
"1","23","1993-03","6.167908253","A",
"1","25","1993-03","6.504605589","A",
"2","Total","1993-03","4.096099659","A",
"2","2","1993-03","3.618608951","A",
"2","10","1993-03","4.449022774","A",
"2","11","1993-03","4.362910353","A",
"2","24","1993-03","5.634615158","A",
"2","26","1993-03","5.179466675","A",
"3","Total","1993-03","3.586834003","A",
"3","12","1993-03","5.187859729","A",
"3","13","1993-03","3.193222288","A",
"3","19","1993-03","3.164536164","A",
"4","Total","1993-03","3.815286566","A",
"4","1","1993-03","3.815286566","A",
"5","Total","1993-03","2.776915457","A",
"5","8","1993-03","2.250948293","A",
"5","14","1993-03","3.981794469","A",
"5","15","1993-03","2.651558947","A",
"5","16","1993-03","1.943308007","A",
"5","17","1993-03","3.138617306","A",
"5","18","1993-03","1.726925092","A",
"5","20","1993-03","2.677888294","A",
"6","Total","1993-03","3.079036192","A",
"6","3","1993-03","3.36991562","A",
"6","4","1993-03","1.621721236","A",
"6","5","1993-03","2.395209581","A",
"6","6","1993-03","1.943032245","A",
"6","7","1993-03","3.043227666","A",
"6","9","1993-03","3.736434434","A",
"7","Total","1993-03","5.892647101","A",
"7","21","1993-03","5.892647101","A",
"Total","Total","1993-02","4.071799114","A",
"1","Total","1993-02","6.211721503","A",
"1","22","1993-02","6.189714156","A",
"1","23","1993-02","5.993105927","A",
"1","25","1993-02","6.375513215","A",
"2","Total","1993-02","3.972949726","A",
"2","2","1993-02","3.483577191","A",
"2","10","1993-02","4.316313084","A",
"2","11","1993-02","4.12970903","A",
"2","24","1993-02","5.701707923","A",
"2","26","1993-02","5.18561806","A",
"3","Total","1993-02","3.507175261","A",
"3","12","1993-02","5.175241922","A",
"3","13","1993-02","3.152498523","A",
"3","19","1993-02","3.04185425","A",
"4","Total","1993-02","3.625089651","A",
"4","1","1993-02","3.625089651","A",
"5","Total","1993-02","2.72728531","A",
"5","8","1993-02","2.106208824","A",
"5","14","1993-02","3.851374731","A",
"5","15","1993-02","2.501252553","A",
"5","16","1993-02","2.104032729","A",
"5","17","1993-02","3.117104251","A",
"5","18","1993-02","1.720235905","A",
"5","20","1993-02","2.592046578","A",
"6","Total","1993-02","2.994345759","A",
"6","3","1993-02","3.258348454","A",
"6","4","1993-02","1.66472142","A",
"6","5","1993-02","2.301646707","A",
"6","6","1993-02","1.761961139","A",
"6","7","1993-02","3.262247839","A",
"6","9","1993-02","3.633577531","A",
"7","Total","1993-02","6.292853659","A",
"7","21","1993-02","6.292853659","A",
"Total","Total","1993-01","3.907374294","A",
"1","Total","1993-01","6.054582273","A",
"1","22","1993-01","6.009841044","A",
"1","23","1993-01","6.000457427","A",
"1","25","1993-01","6.155667932","A",
"2","Total","1993-01","3.855969153","A",
"2","2","1993-01","3.351371208","A",
"2","10","1993-01","4.130705125","A",
"2","11","1993-01","4.03233725","A",
"2","24","1993-01","5.765269489","A",
"2","26","1993-01","4.982622336","A",
"3","Total","1993-01","3.24450056","A",
"3","12","1993-01","4.902503179","A",
"3","13","1993-01","2.87861124","A",
"3","19","1993-01","2.788092552","A",
"4","Total","1993-01","3.468180979","A",
"4","1","1993-01","3.468180979","A",
"5","Total","1993-01","2.525798778","A",
"5","8","1993-01","1.951487323","A",
"5","14","1993-01","3.646429427","A",
"5","15","1993-01","2.393340271","A",
"5","16","1993-01","1.621858562","A",
"5","17","1993-01","2.8589476","A",
"5","18","1993-01","1.600945405","A",
"5","20","1993-01","2.425028458","A",
"6","Total","1993-01","2.840979083","A",
"6","3","1993-01","3.046958033","A",
"6","4","1993-01","1.689292954","A",
"6","5","1993-01","2.134934676","A",
"6","6","1993-01","1.664461313","A",
"6","7","1993-01","3.250720461","A",
"6","9","1993-01","3.574802158","A",
"7","Total","1993-01","6.234759159","A",
"7","21","1993-01","6.234759159","A",
"Total","Total","1992-12","3.579601493","A",
"1","Total","1992-12","5.535635771","A",
"1","22","1992-12","5.481247204","A",
"1","23","1992-12","5.07825263","A",
"1","25","1992-12","5.891174158","A",
"2","Total","1992-12","3.527925256","A",
"2","2","1992-12","3.043765226","A",
"2","10","1992-12","3.812387475","A",
"2","11","1992-12","3.681307891","A",
"2","24","1992-12","5.319161458","A",
"2","26","1992-12","4.705809984","A",
"3","Total","1992-12","2.94558113","A",
"3","12","1992-12","4.584146211","A",
"3","13","1992-12","2.683775971","A",
"3","19","1992-12","2.448891664","A",
"4","Total","1992-12","3.176152303","A",
"4","1","1992-12","3.176152303","A",
"5","Total","1992-12","2.344876132","A",
"5","8","1992-12","1.756837692","A",
"5","14","1992-12","3.396236459","A",
"5","15","1992-12","2.065749412","A",
"5","16","1992-12","1.300409117","A",
"5","17","1992-12","2.818667838","A",
"5","18","1992-12","1.289898213","A",
"5","20","1992-12","2.137645324","A",
"6","Total","1992-12","2.633718495","A",
"6","3","1992-12","2.890764","A",
"6","4","1992-12","1.591006819","A",
"6","5","1992-12","1.799809472","A",
"6","6","1992-12","1.420711749","A",
"6","7","1992-12","3.100864553","A",
"6","9","1992-12","3.295619136","A",
"7","Total","1992-12","5.707605359","A",
"7","21","1992-12","5.707605359","A",
"Total","Total","1992-11","3.315555389","A",
"1","Total","1992-11","5.302016956","A",
"1","22","1992-11","5.203404674","A",
"1","23","1992-11","4.839737306","A",
"1","25","1992-11","5.728595417","A",
"2","Total","1992-11","3.232270503","A",
"2","2","1992-11","2.756343364","A",
"2","10","1992-11","3.47272491","A",
"2","11","1992-11","3.330278532","A",
"2","24","1992-11","5.120237297","A",
"2","26","1992-11","4.385937933","A",
"3","Total","1992-11","2.672351646","A",
"3","12","1992-11","4.208523814","A",
"3","13","1992-11","2.438634876","A",
"3","19","1992-11","2.201337087","A",
"4","Total","1992-11","2.883215765","A",
"4","1","1992-11","2.883215765","A",
"5","Total","1992-11","2.164546675","A",
"5","8","1992-11","1.562188061","A",
"5","14","1992-11","3.119427218","A",
"5","15","1992-11","1.923151039","A",
"5","16","1992-11","1.431911163","A",
"5","17","1992-11","2.610860888","A",
"5","18","1992-11","1.301046858","A",
"5","20","1992-11","1.860525874","A",
"6","Total","1992-11","2.3362241","A",
"6","3","1992-11","2.61243328","A",
"6","4","1992-11","1.339148596","A",
"6","5","1992-11","1.580362003","A",
"6","6","1992-11","1.330176196","A",
"6","7","1992-11","2.714697406","A",
"6","9","1992-11","2.787631982","A",
"7","Total","1992-11","5.437932123","A",
"7","21","1992-11","5.437932123","A",
"Total","Total","1992-10","3.011638682","A",
"1","Total","1992-10","4.860633759","A",
"1","22","1992-10","4.807116801","A",
"1","23","1992-10","4.191171666","A",
"1","25","1992-10","5.340832986","A",
"2","Total","1992-10","2.919887291","A",
"2","2","1992-10","2.403928637","A",
"2","10","1992-10","3.116357629","A",
"2","11","1992-10","3.045527444","A",
"2","24","1992-10","4.986051767","A",
"2","26","1992-10","4.259834528","A",
"3","Total","1992-10","2.44472679","A",
"3","12","1992-10","3.949373477","A",
"3","13","1992-10","2.288515898","A",
"3","19","1992-10","1.950131262","A",
"4","Total","1992-10","2.649290204","A",
"4","1","1992-10","2.649290204","A",
"5","Total","1992-10","1.928655181","A",
"5","8","1992-10","1.507286884","A",
"5","14","1992-10","2.842617977","A",
"5","15","1992-10","1.661078352","A",
"5","16","1992-10","1.037405026","A",
"5","17","1992-10","2.34400747","A",
"5","18","1992-10","1.083648283","A",
"5","20","1992-10","1.669248139","A",
"6","Total","1992-10","2.063366922","A",
"6","3","1992-10","2.293586062","A",
